uid,species,latitude,longitude,EVI,NDVI,SAVI
5666,Acacia,-3.9995141,39.3984949,0.21212548798269132,0.14806303348653974,0.22207632334837915
5217,Musa,-3.9912602,39.5944562,1.3389121338912133,0.618822518263859,0.9281340638092168
5208,Musa,-3.991225,39.5944993,1.3389121338912133,0.618822518263859,0.9281340638092168
5196,Musa,-3.9911765,39.594614,1.851002865329513,0.7139699381078691,1.0708365565255828
5186,Musa,-3.9911362,39.5946542,1.851002865329513,0.7139699381078691,1.0708365565255828
5216,Musa,-3.9911222,39.5947404,1.6987611921991905,0.6490159325210871,0.9734098629495138
5211,Musa,-3.9911144,39.5947475,1.6987611921991905,0.6490159325210871,0.9734098629495138
5207,Musa,-3.991076,39.5947581,1.6987611921991905,0.6490159325210871,0.9734098629495138
5201,Musa,-3.9910715,39.5949772,1.5212660731948566,0.6416353775552774,0.9623526957972677
5177,Musa,-3.9910539,39.5947716,1.6987611921991905,0.6490159325210871,0.9734098629495138
5198,Musa,-3.9910515,39.5947798,1.6987611921991905,0.6490159325210871,0.9734098629495138
5180,Musa,-3.9910446,39.594601,1.851002865329513,0.7139699381078691,1.0708365565255828
